,question,answer,link
243, What are the main components of the cryogenic system maintenance crew for the DUNE Far Detector? ," The cryogenic system maintenance crew consists of a mechanical engineer, an electrical engineer, two mechanical technicians, and one electrical technician, who are permanently resident at SURF. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=226&filename=FDCOperations_Plan-Dec2021.docx&version=6

"
244, What is the purpose of the LBNF/DUNE Interface Control Document? ," The LBNF/DUNE Interface Control Document defines the technical and programmatic interfaces between entities involved in the project, ensuring proper configuration management and change control. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=217&filename=Interface%20Control%20Document%20217.pdf&version=2

"
245, What is the significance of the helium cooling system in the titanium alloy beam window design for LBNE? ," The helium cooling system is necessary for the titanium alloy beam window to maintain acceptable temperature levels and prevent overheating, especially in high-power beam scenarios. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=255&filename=LBNE_RAL_Final_Report_Target_and_Window_Material_design_study.pdf&version=1

"
246, What is the expected role of the cryogenic system in the DUNE Far Detector operations? ," The cryogenic system is responsible for maintaining the liquid argon at the required purity and temperature levels, with a dedicated crew for its operation and maintenance to ensure continuous functionality. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=226&filename=Life%20Cycle%20Costs%20Calculation%20Workbook-2022%20for%20preferred%20alternative.xlsx&version=6

"
247, What is the purpose of the LBNF Beamline Interface Control Document? ," The LBNF Beamline Interface Control Document defines the physical interfaces between subprojects, ensuring proper coordination and integration of components such as cable installations and horn power supplies. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=301&filename=Beamline%20Interface%20Matrix%20Chart%20Master_v2_Oct_27_23_10312023.xlsm&version=27

"
248, What is the main challenge addressed by the rock support design in the LBNF/DUNE project? ," The rock support design addresses the challenge of ensuring stability and safety in the underground excavations, using methods like rock bolts, wire mesh, and shotcrete to support the drifts and caverns. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=252&filename=DUSEL%20PDR-FinalRep_25Oct10.pdf&version=1

"
249, What is the role of the Interface Control Document in managing the LBNF/DUNE project? ," The Interface Control Document manages the technical and programmatic interfaces between project entities, ensuring that all changes are controlled and documented according to the Configuration Management Plan. ", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=198&filename=Interface%20Control%20Document%20198.docx&version=4
250, What is the significance of a 10-kton LAr detector sited at the 4850L at SURF for DUNE's physics goals? ," A 10-kton LAr detector sited at the 4850L at SURF would provide excellent opportunities for a diverse range of physics topics, including proton decay, atmospheric neutrinos, and supernova-burst neutrinos. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=278&filename=CDR-intro-volume-2012nov20-reduced.pdf&version=1

"
251, How does the DUNE experiment plan to handle the challenge of cosmic-ray-induced background in the LAr-FD? ," The DUNE experiment plans to reduce cosmic-ray-induced background by using a combination of simple kinematic and beam timing cuts, which can potentially reduce the background to a few events per year. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=278&filename=CDR-intro-volume-2012nov20.pdf&version=1

"
252, What are the main components of the LAr cryogenic system for the DUNE experiment? ," The main components of the LAr cryogenic system include the LAr cryostat construction, cryo plant refrigeration system, gas and liquid filtration systems, and condensers installation. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=226&filename=Life%20Cycle%20Costs%20Calculation%20Workbook-2012.updated2021-for%20Surface%20FD.xlsx&version=6

"
253, What is the purpose of the Interface Control Document (ICD) in the context of the DUNE project? ," The Interface Control Document (ICD) provides complete information about the technical and programmatic interfaces between different entities involved in the DUNE project, ensuring proper coordination and management of interfaces. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=216&filename=Interface%20Control%20Document%20216.pdf&version=3

"
254, How does the DUNE experiment plan to achieve precision measurements of the oscillation parameters in νμ → νx oscillations? ," The DUNE experiment plans to achieve precision measurements of the oscillation parameters by using the νμ-disappearance channel, which depends on the accuracy of the unoscillated spectrum estimated using measurements from the near detector complex and external measurements. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=278&filename=CDR-intro-volume-2012nov20.pdf&version=1

"
255, What is the role of the Construction Management (CM) Subcontractor in the DUNE project? ," The CM Subcontractor is responsible for managing the construction of facilities at SURF, including providing professional personnel, ensuring compliance with construction contract terms, and monitoring safety and quality control. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=293&filename=SDSTA%20CM%20RFI%209-29-2014.pdf&version=1

"
256, What are the expected challenges in selecting signal events over background at the surface for supernova-burst neutrinos in the DUNE experiment? ," Selecting signal events over background at the surface for supernova-burst neutrinos is expected to be a daunting task, with highly degraded information even in the best case, due to the low energy and short-timescale-burst nature of the signal. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=278&filename=CDR-intro-volume-2012nov20-reduced.pdf&version=1

"
257, What is the significance of the logistics plan for the DUNE project's construction and installation phases? ," The logistics plan is crucial for coordinating the parallel nature of construction and installation plans at the Far Site, ensuring efficient use of infrastructure and resources, and minimizing impacts on other experiments at SURF. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=233&filename=Construction%20Procurement%20%26%20Management%20Plan%20-%20Headley.pptx&version=2

"
258, How does the DUNE experiment plan to utilize atmospheric neutrinos for studying the mass hierarchy? ," The DUNE experiment plans to use atmospheric neutrinos, which are very sensitive to the mass hierarchy due to their oscillation phenomenology over several decades in energy and path length, providing good sensitivity to alternative explanations or subdominant new physics effects. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=278&filename=CDR-intro-volume-2012nov20-reduced.pdf&version=1

"
259, What are the key components of the DUNE Near Detector Systems (NDS) and their integration with LBNF Conventional Facilities? ," The key components of the DUNE Near Detector Systems include conventional power, water, access, life safety, communications, and location, which require careful integration with LBNF Conventional Facilities to ensure proper functionality and safety. ", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=219&filename=DUNE%20NDS%20and%20LBNF%20BoissevainMauger.pdf&version=1
260, What is the primary purpose of the LBNF/DUNE project as outlined in the P5 mandate? ," The primary purpose of the LBNF/DUNE project is to achieve a mean sensitivity to CP violation of better than 3σ over more than 75% of the range of possible values of the unknown CP-violating phase δCP, with a wideband neutrino beam produced by a proton beam with power of 1.2 MW, implying a far detector with fiducial mass of more than 40 kilotons of liquid argon and a suitable near detector. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=287&filename=LBNC-LBNFDUNEOverview-20150903.pdf&version=1

"
261, What are the main components of the LBNF Near Site Facilities? ," The main components of the LBNF Near Site Facilities include the primary proton beam extracted from the Main Injector, initial 1.2 MW beam power upgradable to 2.4 MW, an embankment for the target complex, a decay region followed by an absorber, four surface support buildings, and a Near Detector facility. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=287&filename=LBNC-LBNFDUNEOverview-20150903.pdf&version=1

"
262, What is the role of the LBNF Far Site Facilities at the Sanford Underground Research Facility? ," The LBNF Far Site Facilities at the Sanford Underground Research Facility involve the excavation of caverns and drifts for 4-10kt fiducial mass detectors, a central utility cavern for conventional facilities and cryogenic equipment, an LN2 refrigeration system for cooling and compressing gaseous argon, LAr systems for purification and recirculation, four membrane cryostats supported by steel frames, and surface and shaft infrastructure. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=287&filename=LBNC-LBNFDUNEOverview-20150903.pdf&version=1

"
263, What is the significance of the lease agreement between DOE and SDSTA for the LBNF project? ," The lease agreement between DOE and SDSTA is significant because it allows DOE to construct a capital asset at a non-DOE site by leasing the necessary space at SURF for $1/yr, putting this space under DOE control, which is required for the LBNF project. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=287&filename=LBNC-LBNFDUNEOverview-20150903.pdf&version=1

"
264, What are the main components of the DUNE Far Detector? ," The main components of the DUNE Far Detector include four 10-kton detector modules, which are modular in design to facilitate underground transport and installation, and are based on Liquid Argon Time Projection Chamber (TPC) technology. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=287&filename=LBNC-LBNFDUNEOverview-20150903.pdf&version=1

"
265, What is the purpose of the LBNF/DUNE risk register? ," The purpose of the LBNF/DUNE risk register is to document and manage risks associated with the project, ensuring that potential issues are identified, assessed, and mitigated to prevent impacts on the project's cost, schedule, and performance. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=287&filename=LBNC-LBNFDUNEOverview-20150903.pdf&version=1

"
266, How does the LBNF/DUNE project plan to manage logistics at the Far Site? ," The LBNF/DUNE project plans to manage logistics at the Far Site by coordinating through a single entity, the FSF manager, to ensure efficient use of shaft usage and minimize impacts on non-DUNE experiments, with a detailed plan for simultaneous CF, cryostat, and cryo systems installations underground. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=287&filename=LBNC-LBNFDUNEOverview-20150903.pdf&version=1

"
267, What is the expected role of CERN in the LBNF/DUNE project? ," CERN is expected to be a major partner in the LBNF/DUNE project, contributing to facility infrastructure at both Fermilab and SURF, such as cryostats, and facilitating European engagement in the project. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=287&filename=LBNC-LBNFDUNEOverview-20150903.pdf&version=1

"
268, What are the key milestones in the LBNF/DUNE project schedule? ," Key milestones in the LBNF/DUNE project schedule include CD-1 Refresh Approval, CD-3a Approval, CD-3b Approval, CD-2/3c Project Baseline/Construction Approval, and CD-4 (early completion), with activities such as excavation, cryostat construction, and detector installation and commissioning. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=287&filename=LBNC-LBNFDUNEOverview-20150903.pdf&version=1

"
269, What is the significance of the P5 plan for the LBNF/DUNE project? ," The P5 plan is significant for the LBNF/DUNE project as it provides a strategic plan for U.S. particle physics, prioritizing neutrino physics and setting goals for the project, such as achieving a mean sensitivity to CP violation and establishing the scope of the LBNF/DUNE project. ", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=287&filename=LBNC-LBNFDUNEOverview-20150903.pdf&version=1
270, What is the primary function of the LN2 refrigeration system in the LBNF project? ," The LN2 refrigeration system primarily serves as the refrigerant supply for the argon condenser subsystem, which reliquefies argon boil off from the cryostat. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=259&filename=LBNF_LN2%20Cryogenic%20Process%20Control%20Conceptual%20Design%20v2.2%20Aug%203%202016.pdf&version=15.

"
271, What is the estimated electron lifetime achieved in the Argoneut experiment? , The maximum electron lifetime achieved in the Argoneut experiment was about 750 microseconds (0.75 ms). ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=246&filename=Purification%20comparison%20table%20FNAL%20references.pdf&version=1.

"
272, What is the purpose of the Interface Control Document (ICD) in the LBNF/DUNE project? , The Interface Control Document (ICD) provides complete information about the technical and programmatic interfaces between different entities involved in the LBNF/DUNE project. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=202&filename=ICD-SURF-Infrastructure-External_Cryogenics-202-31July2017.docx&version=4.

"
273, What is the expected impact of nuclear effects on neutrino interactions in argon compared to oxygen? , Nuclear effects and their kinematic distortions are generally larger in a heavier nucleus such as argon compared to oxygen. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=274&filename=water-argon-nucleareffects.pdf&version=1.

"
274, What is the estimated refrigeration load during nominal purity maintenance for a DUNE detector? , The estimated refrigeration load during nominal purity maintenance for a DUNE detector is 79.2 kW. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=251&filename=ParametersCryoOnlyAug11_2015.pdf&version=1.

"
275, What is the purpose of the LBNF/DUNE Risk Management process? ," The purpose of the LBNF/DUNE Risk Management process is to identify, analyze, and manage risks to ensure the project's objectives are met effectively. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=282&filename=2015-07-01-LBNF-DUNE-Risk-Analysis-CD1-Refresh-DOE-Review-LT.pptx&version=1.

"
276, What is the role of the LBNF Cryostat and Cryogenic Parameters Spreadsheet? , The LBNF Cryostat and Cryogenic Parameters Spreadsheet provides detailed specifications and parameters for the cryostat and cryogenic systems used in the LBNF project. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=251&filename=ParametersCryoOnlyAug11_2015.pdf&version=1.

"
277, What is the significance of the LBNF/DUNE Grounding document? , The LBNF/DUNE Grounding document outlines the grounding requirements and specifications for the LBNF/DUNE project to ensure electrical safety and system reliability. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=285&filename=LBNF-DUNE%20Grounding%203D.pdf&version=11.

"
278, What is the estimated cost of an ELM 3000 liquefier unit for the LBNF project? , The estimated cost of an ELM 3000 liquefier unit for the LBNF project is about USD 4.5 million. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=259&filename=email%20Cosmodyne%20budget%20numbers%20email%202014-04-28.pdf&version=15.

"
279, What is the purpose of the LBNF Long-Baseline Neutrino Facility Conventional Facilities cost and schedule basis document? ," The purpose of the document is to provide a detailed basis for the cost and schedule estimates for the conventional facilities of the LBNF project, including comparisons and reconciliations with independent estimates. ", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=298&filename=CF_Cost%20Schedule%20Basis%20and%20Comparison%20slides.pdf&version=8.
280, What is the primary purpose of the LBNF/DUNE project as outlined in the P5 mandate? ," The primary purpose of the LBNF/DUNE project is to form a new international collaboration to design and execute a highly capable Long-Baseline Neutrino Facility (LBNF) hosted by the U.S., with the goal of achieving a mean sensitivity to CP violation of better than 3σ over more than 75% of the range of possible values of the unknown CP-violating phase δCP. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=253&filename=FSCFReqmt-Intrfc-Rev-LBNFDUNEOverview-20150902.pdf&version=2

"
281, What are the main components of the LBNF Near Site Facilities? ," The main components of the LBNF Near Site Facilities include the primary proton beam extracted from the Main Injector, an embankment for the target complex, a decay region followed by an absorber, four surface support buildings, and a Near Detector facility. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=253&filename=FSCFReqmt-Intrfc-Rev-LBNFDUNEOverview-20150902.pdf&version=2

"
282, What is the role of the LBNF Far Site Facilities in the DUNE project? ," The LBNF Far Site Facilities are responsible for the excavation of caverns and drifts for the detectors, the construction of a central utility cavern for CF and cryogenic equipment, the installation of a LN2 refrigeration system, and the provision of LAr systems for purification and recirculation. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=253&filename=FSCFReqmt-Intrfc-Rev-LBNFDUNEOverview-20150902.pdf&version=2

"
283, What is the significance of the Ross Shaft refurbishment in the LBNF project? ," The Ross Shaft refurbishment is significant because it is needed to support the hoisting of approximately 800,000 tons of excavated rock and the transport of personnel and materials for LBNF construction. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=261&filename=SURF%20Infrastructure%20Work%20%20-%20Risk%20Reduction%20Pre-Construction%20Start%20-%20Headley.pptx&version=4

"
284," What are the expected challenges in transporting liquid argon to the LBNF/DUNE site in Lead, SD? "," The expected challenges in transporting liquid argon to the LBNF/DUNE site include difficulties with primary LAR supply by rail, the need for an intermediate railhead transfill facility, and the high costs and risks associated with tanker delivery, especially during bad weather. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=228&filename=1-VendorSummaryBrief_2617%20Rev%203.pdf&version=2

"
285, What is the purpose of the Interface Control Document (ICD) in the LBNF/DUNE project? ," The purpose of the Interface Control Document (ICD) is to provide complete information about the technical and programmatic interfaces between different entities involved in the LBNF/DUNE project, ensuring proper configuration management and coordination. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=231&filename=Interface%20Control%20Document%20231.pdf&version=6

"
286," How does the LBNF/DUNE project plan to manage the environmental, safety, and health aspects of its operations? "," The LBNF/DUNE project plans to manage environmental, safety, and health aspects by implementing the Fermilab ES&H Management System, which includes an Integrated Safety Management System consistent with DOE Policy 450.4A, ensuring compliance with applicable regulatory requirements. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=291&filename=LBNFDUNE_IESHM_v6.docx&version=12

"
287, What are the main components of the LBNF Kicker Capacitor Specification? ," The main components of the LBNF Kicker Capacitor Specification include electrical requirements such as voltage and current ratings, repetition rate, lifetime requirement, inductance, dielectric material, and mechanical requirements like case size and environmental conditions. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=205&filename=LBNF_KickerMagnetCaps_Spec_6.2.pdf&version=5

"
288," What is the role of the LBNF/DUNE Integrated Environment, Safety, and Health Management Plan? "," The role of the LBNF/DUNE Integrated Environment, Safety, and Health Management Plan is to establish the framework and expectations for the ES&H program, ensuring a safe work environment and compliance with regulatory requirements for the successful completion of the project. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=291&filename=LBNFDUNE_IESHM_v6.docx&version=12

"
289, What is the significance of the LBNF/DUNE project's collaboration with international partners? ," The significance of the LBNF/DUNE project's collaboration with international partners lies in the strong domestic and international scientific and funding partnerships, which are key to the project's success, with major contributions from CERN, UK, Switzerland, Italy, India, and other countries. ", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=253&filename=FSCFReqmt-Intrfc-Rev-LBNFDUNEOverview-20150902.pdf&version=2
290, What is the primary goal of the LBNF/DUNE project as outlined in the P5 mandate? ," The primary goal of the LBNF/DUNE project is to form a new international collaboration to design and execute a highly capable Long-Baseline Neutrino Facility (LBNF) hosted by the U.S., with the aim of achieving a mean sensitivity to CP violation of better than 3σ over more than 75% of the range of possible values of the unknown CP-violating phase δCP. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=253&filename=FSCFReqmt-Intrfc-Rev-LBNFDUNEOverview-20150902.pptx&version=2

"
291, What are the two main components of the LBNF/DUNE project? ," The two main components of the LBNF/DUNE project are the facility, LBNF, which is treated as a separate project from the experiment, DUNE. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=253&filename=FSCFReqmt-Intrfc-Rev-LBNFDUNEOverview-20150902.pptx&version=2

"
292, What is the purpose of the LBNF Far Site Facilities? , The purpose of the LBNF Far Site Facilities is to provide infrastructure at the Sanford Underground Research Facility (SURF) to support the installation of cryostats and cryogenic systems needed for the DUNE Far Detector. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=277&filename=LBNF%20CD-3a%20Request-20160726.pdf&version=17

"
293, What is the significance of the cryogenic plant in the T600 experiment? ," The cryogenic plant in the T600 experiment is significant because it is based on high modularity and redundancy to enhance safety, continuous operation, stability, and reliability, ensuring no dead time caused to the detector over the 3 years of LNGS run. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=246&filename=Vignoli%20-Cryogenic%20Plant.pdf&version=1

"
294, What is the role of the LBNF/DUNE Interface Control Document? ," The role of the LBNF/DUNE Interface Control Document is to provide complete information about the technical and programmatic interfaces between different entities involved in the project, ensuring proper configuration management and change control procedures. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=230&filename=Interface%20Control%20Document%20230.pdf&version=4

"
295, What is the expected outcome of the LBNF/DUNE project in terms of neutrino science? ," The expected outcome of the LBNF/DUNE project is to determine if neutrinos violate leptonic CP and by how much, extract multiple detailed properties of neutrinos to test the current 3-flavor paradigm, search for nucleon decay, detect neutrinos from galactic supernova explosions, and more. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=253&filename=FSCFReqmt-Intrfc-Rev-LBNFDUNEOverview-20150902.pptx&version=2

"
296, What is the purpose of the LBNF Near Site Facilities? ," The purpose of the LBNF Near Site Facilities is to provide the necessary infrastructure at Fermilab, including a primary proton beam, target complex, decay region, absorber, and near detector facility, to support the DUNE experiment. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=253&filename=FSCFReqmt-Intrfc-Rev-LBNFDUNEOverview-20150902.pptx&version=2

"
297, How does the LBNF/DUNE project plan to manage risks? ," The LBNF/DUNE project plans to manage risks by following the Fermilab Risk Procedure for Projects, using an online risk management tool, and conducting risk workshops to update and analyze risks, including cost and schedule impacts. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=288&filename=LBNC-LBNF%20Risks-20150903.pdf&version=1

"
298, What is the significance of the cryogenic liquid argon pumps for the DUNE detectors? ," The cryogenic liquid argon pumps for the DUNE detectors are significant because they are designed to operate efficiently under specific conditions, ensuring stable pump operation and preventing cavitation, which is crucial for the detector's performance. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=267&filename=Argon%20Pumps%20for%20DUNE%20-%20Barber-Nichols%2020-Oct-17.pdf&version=1

"
299, What are the main components of the LBNF/DUNE life cycle costs? ," The main components of the LBNF/DUNE life cycle costs include the Total Project Cost (TPC), Operating Costs during the experiment's lifetime, and Decontamination, Decommissioning, and Demolition Costs. ", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=226&filename=LBNF-DUNE%20Life%20Cycle%20Costs-2022.docx&version=6
